id,user_id,event_type,resource,resource_id,action,ip_address,created_at
d5bcd6d9-506e-4dd5-8643-c92c6089a15e,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,de5998cc-f1a8-4516-a4f1-7620461f6d59,execute,,2026-06-16T10:21:24.155577
fc4d88a1-acee-4e65-8931-712725b6ff1e,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,4dcc1aee-4e05-46f0-9df6-482496fe9a51,execute,,2026-06-16T10:21:24.699506
6b39c5ba-072e-4beb-89a4-ee1876ba6ab7,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,7955f19c-bbf1-4ac2-87f4-b16fe4f018fe,execute,,2026-06-16T10:21:25.548294
426965ca-5073-4c86-acf7-04f10eafa327,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,f0c53240-252a-4ffe-a77b-173669091b85,execute,,2026-06-16T10:21:26.351752
d9487cc2-eff9-4940-a143-95cb4c275fca,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,1174cb03-63a8-4623-9fa9-cef9273e805b,execute,,2026-06-16T10:21:27.390161
a45536fe-a78e-4b1e-8c96-61ca64b45602,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,ecc5215b-cd09-4447-be63-6f5a9eead050,execute,,2026-06-16T10:21:28.200307
cecf4e61-0388-4aa1-b5da-37372e9a0f64,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,47832fcd-881c-4a7d-a50e-77a01c38f618,execute,,2026-06-16T10:21:28.833449
612aa38c-39a7-4ec0-9884-1b41443eb5d3,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,6750cf9a-c7f7-4907-a306-30ab25a407ad,execute,,2026-06-16T10:21:29.698637
155f6a93-1a02-4776-856c-3cb784d97761,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,6ae27dec-6ba0-41a2-95f6-26435dbe0e9b,execute,,2026-06-16T10:21:31.536110
7d1954ff-875c-49d0-9c08-3e78a44e14b2,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,1c14284a-b4bb-4a6a-82d3-11de8a8eab9e,execute,,2026-06-16T10:21:32.370139
3408adf5-e8fb-471b-9be0-7598c419f452,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,c27f97ff-696b-4c24-9eab-e88195954795,execute,,2026-06-16T10:21:32.951802
0b77f84b-2ab1-4f70-8841-c0a8c9781cd9,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,e397a599-8d5e-4ace-b9fd-888c5711b352,execute,,2026-06-16T10:21:33.594343
d3e5034c-347b-4cf9-be58-49ebaaad8c22,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,ff2631c2-b321-48a4-befe-338c8ae7a038,execute,,2026-06-16T10:21:34.224724
28e97f4a-1ed3-4e59-a07a-bd3d6d00c41a,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,16721a48-4491-4b37-988c-4e84f2c5833c,execute,,2026-06-16T10:21:35.167823
94f758cb-5fb9-4852-a1b3-eebb286aa3fb,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,9bf2672c-64d9-4971-9696-a3513723bb0d,execute,,2026-06-16T10:21:35.783616
c021ff25-3ec7-491b-8051-b887a3dffd87,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,f98b0c0a-9d38-462e-ae64-b02147260e84,execute,,2026-06-16T10:21:36.624730
6bbf6a05-1236-44f6-8cc0-cd582e6e3b26,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,44cdb317-8999-4866-b593-a4802df887f8,execute,,2026-06-16T10:21:37.585839
44fcfbe8-b8e3-40ba-bb02-e07c8db2f173,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,de176c2c-a9ed-4927-a823-f8830ca8b27e,execute,,2026-06-16T10:21:38.128075
9cd7e533-999a-4d25-85e4-e4a1c4f3e1c5,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,2a71e3c6-5bd6-42c5-9a75-3a123955c5e2,execute,,2026-06-16T10:21:38.717057
